2022-05-18/14:11:39		Reading training file
2022-05-25/18:36:33		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:36:33		Finding outliers is a success
2022-05-25/18:36:33		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:36:33		There are no outliers, thus replacing outliers is a success
2022-05-25/18:36:33		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:36:34		Creating New features is a success
2022-05-25/18:36:34		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:36:34		Creating New features is a success
2022-05-25/18:36:34		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:36:34		Entered the trainModel method of the Preprocessor class
2022-05-25/18:36:36		Training different models is a success
2022-05-25/18:36:37		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:36:37		Saving the best model
2022-05-25/18:36:37		Entered the predictingTestData method of the Preprocessor class
2022-05-25/19:45:37		Entered the readDataset method of the Preprocessor class
2022-05-25/19:45:37		Reading data is a success
2022-05-25/19:45:37		Entered the readDataset method of the Preprocessor class
2022-05-25/19:45:37		Reading data is a success
2022-05-25/19:45:37		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/19:45:37		Finding missing values is a success
2022-05-25/19:45:37		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/19:45:37		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/19:45:37		Finding missing values is a success
2022-05-25/19:45:37		There are no null values, thus filling missing values is a success
2022-05-25/19:45:37		Entered the checkOutliers method of the Preprocessor class
2022-05-25/19:45:37		Finding outliers is a success
2022-05-25/19:45:37		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/19:45:37		Entered the checkOutliers method of the Preprocessor class
2022-05-25/19:45:37		Finding outliers is a success
2022-05-25/19:45:37		Saving the plot of target data after replacing outliers is a success
2022-05-25/19:45:37		There are no outliers, thus replacing outliers is a success
2022-05-25/19:45:37		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/19:45:37		Creating New features is a success
2022-05-25/19:45:37		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/19:45:37		Creating New features is a success
2022-05-25/19:45:37		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/19:45:37		Entered the trainModel method of the Preprocessor class
2022-05-25/19:45:39		Training different models is a success
2022-05-25/19:45:39		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/19:45:39		Saving the best model
2022-05-25/19:45:39		Entered the predictingTestData method of the Preprocessor class
2022-05-25/19:47:50		Entered the readDataset method of the Preprocessor class
2022-05-25/19:47:50		Reading data is a success
2022-05-25/19:47:51		Entered the readDataset method of the Preprocessor class
2022-05-25/19:47:51		Reading data is a success
2022-05-25/19:47:51		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/19:47:51		Finding missing values is a success
2022-05-25/19:47:51		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/19:47:51		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/19:47:51		Finding missing values is a success
2022-05-25/19:47:51		There are no null values, thus filling missing values is a success
2022-05-25/19:47:51		Entered the checkOutliers method of the Preprocessor class
2022-05-25/19:47:51		Finding outliers is a success
2022-05-25/19:47:51		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/19:47:51		Entered the checkOutliers method of the Preprocessor class
2022-05-25/19:47:51		Finding outliers is a success
2022-05-25/19:47:51		Saving the plot of target data after replacing outliers is a success
2022-05-25/19:47:51		There are no outliers, thus replacing outliers is a success
2022-05-25/19:47:52		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/19:47:52		Creating New features is a success
2022-05-25/19:47:52		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/19:47:52		Creating New features is a success
2022-05-25/19:47:52		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/19:47:52		Entered the trainModel method of the Preprocessor class
2022-05-25/19:47:54		Training different models is a success
2022-05-25/19:47:55		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/19:47:55		Saving the best model
2022-05-25/19:47:55		Entered the predictingTestData method of the Preprocessor class
2022-05-25/19:50:39		Entered the readDataset method of the Preprocessor class
2022-05-25/19:50:39		Reading data is a success
2022-05-25/19:50:40		Entered the readDataset method of the Preprocessor class
2022-05-25/19:50:40		Reading data is a success
2022-05-25/19:50:40		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/19:50:40		Finding missing values is a success
2022-05-25/19:50:40		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/19:50:40		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/19:50:40		Finding missing values is a success
2022-05-25/19:50:40		There are no null values, thus filling missing values is a success
2022-05-25/19:50:40		Entered the checkOutliers method of the Preprocessor class
2022-05-25/19:50:40		Finding outliers is a success
2022-05-25/19:50:40		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/19:50:40		Entered the checkOutliers method of the Preprocessor class
2022-05-25/19:50:40		Finding outliers is a success
2022-05-25/19:50:40		Saving the plot of target data after replacing outliers is a success
2022-05-25/19:50:40		There are no outliers, thus replacing outliers is a success
2022-05-25/19:50:40		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/19:50:40		Creating New features is a success
2022-05-25/19:50:40		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/19:50:40		Creating New features is a success
2022-05-25/19:50:40		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/19:50:40		Entered the trainModel method of the Preprocessor class
2022-05-25/19:50:43		Training different models is a success
2022-05-25/19:50:44		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/19:50:44		Saving the best model
2022-05-25/19:50:44		Entered the predictingTestData method of the Preprocessor class
2022-05-25/20:48:34		Entered the readDataset method of the Preprocessor class
2022-05-25/20:48:34		Reading data is a success
2022-05-25/20:48:35		Entered the readDataset method of the Preprocessor class
2022-05-25/20:48:35		Reading data is a success
2022-05-25/20:48:35		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/20:48:35		Finding missing values is a success
2022-05-25/20:48:35		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/20:48:35		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/20:48:35		Finding missing values is a success
2022-05-25/20:48:35		There are no null values, thus filling missing values is a success
2022-05-25/20:48:35		Entered the checkOutliers method of the Preprocessor class
2022-05-25/20:48:35		Finding outliers is a success
2022-05-25/20:48:35		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/20:48:35		Entered the checkOutliers method of the Preprocessor class
2022-05-25/20:48:35		Finding outliers is a success
2022-05-25/20:48:35		Saving the plot of target data after replacing outliers is a success
2022-05-25/20:48:35		There are no outliers, thus replacing outliers is a success
2022-05-25/20:48:35		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/20:48:35		Creating New features is a success
2022-05-25/20:48:35		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/20:48:35		Creating New features is a success
2022-05-25/20:48:35		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/20:48:35		Entered the trainModel method of the Preprocessor class
2022-05-25/20:48:36		Training different models is a success
2022-05-25/20:48:36		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/20:48:37		Saving the best model
2022-05-25/20:48:37		Entered the predictingTestData method of the Preprocessor class
2022-05-25/20:49:17		Entered the readDataset method of the Preprocessor class
2022-05-25/20:49:17		Reading data is a success
2022-05-25/20:49:18		Entered the readDataset method of the Preprocessor class
2022-05-25/20:49:18		Reading data is a success
2022-05-25/20:49:18		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/20:49:18		Finding missing values is a success
2022-05-25/20:49:18		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/20:49:18		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/20:49:18		Finding missing values is a success
2022-05-25/20:49:18		There are no null values, thus filling missing values is a success
2022-05-25/20:49:18		Entered the checkOutliers method of the Preprocessor class
2022-05-25/20:49:18		Finding outliers is a success
2022-05-25/20:49:18		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/20:49:18		Entered the checkOutliers method of the Preprocessor class
2022-05-25/20:49:18		Finding outliers is a success
2022-05-25/20:49:18		Saving the plot of target data after replacing outliers is a success
2022-05-25/20:49:18		There are no outliers, thus replacing outliers is a success
2022-05-25/20:49:18		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/20:49:18		Creating New features is a success
2022-05-25/20:49:18		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/20:49:18		Creating New features is a success
2022-05-25/20:49:18		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/20:49:18		Entered the trainModel method of the Preprocessor class
2022-05-25/20:49:19		Training different models is a success
2022-05-25/20:49:19		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/20:49:19		Saving the best model
2022-05-25/20:49:19		Entered the predictingTestData method of the Preprocessor class
2022-05-25/20:55:41		Entered the readDataset method of the Preprocessor class
2022-05-25/20:55:41		Reading data is a success
2022-05-25/20:55:41		Entered the readDataset method of the Preprocessor class
2022-05-25/20:55:41		Reading data is a success
2022-05-25/20:55:41		Entered the checkNullvalues method of the Preprocessor class
